Id,EssaySet,Score1,Score2,EssayText
23770,9,1,1,author organ article tellin space junk harm author tell satellite crash tool bag fell man hand
18311,7,2,2,one trait describe rose care talk aunt Polab want tell truth feel weigh much contribute family wound hurt aunt mom feel
6273,3,1,1,panda china similar koala bear australia specialist pruooldi survive one environ differ python python thrive mani differ environ
23442,9,1,1,article organ section section common subject denote till bold print also organ learn article start inform reiter entirety essay build upon inform start
8896,4,2,2,word invars mean specie brought area mean native specie article deal contrast snake invars area everglade introduce invars neat cannot invars specie usual threat biodivers article deal whether true case
24162,9,2,2,article organ fair common format first small shock anecdote serv grab attent reader section highlight necessary detail reader need know full understand problem explain space junk come space junk danger follow cinclus paragraph highlight import inform help message sink one last time
9202,4,0,0,word invars signific use describe python specie use describe python pull habitat become pet
8604,4,1,2,invars specie native region slowly adapt area threaten type life like key largo woodrat wich eaten python
9411,4,0,0,world invars anim pet die become new specie tak place
18719,7,0,0,rose felt lot family felt stress rose lot balance job school help take care sister family felt weigh also example rose aunt ask felt weigh family rose answer want family feel bad thought aunt would also tell mother didnt want anyon feel bad get mad Anyah even end story rose aunt understood come made suggest help rose stress level
5039,3,1,1,panda china similar koala australia specialist article say panda would eat not bamboo koala would eucalyptus leave differ python python generalist article say live anywhere specie become abound
18386,7,0,0,will help brother work way college tri best
17815,7,0,0,similar mother anna roll eye shove chair away table sound like mama
24626,9,1,0,author organ article start little humor go detail exla space junk go detail tone chang inform reader import danger
18686,7,1,1,rose love care familybut scare lone rose scare f lone miss family much rose express feel lonely
5803,3,1,1,panda koala eat one thing differ python python snack whaten get hand like snake example Allix
17734,7,0,0,one trait describe rose way suppress true feel know paul get good job pay anna go college basic impose want believe true worry much one detail support would rose cup hand though hard must paul pressure shoulder
17320,7,0,0,rose self absorb american teenage feel sorry believe great burdon shoulder realize family work hard aunt realize like rais since rose feel much burden aunt Polab say cambodia first country would quit normal
